University ID,Program,Specialisations (comma sep),Fee Range,Duration,Avg Salary,Entry Roles (comma sep),Top Companies (comma sep),Internship / Project Type,Career Outcome (1 sentence)
bs-abdur-rahman-institut,MBA,"Human Resources Management,Financial Management,Marketing Management,Operations Management,Logistics & Supply Chain Management,Management & Information Systems",₹160K – ₹160K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from B.S. Abdur Rahman Crescent Institut — recognised for corporate hiring.
srm-institut-of-science,MBA,"Marketing,Finance,Human Resource Management,Data Science,Business Analytics","₹1.89L total (₹47,250/sem)",2 Years (4 Semesters),₹4.5L – ₹12L per annum,"Business Analyst,Marketing Executive,HR Specialist,Finance Associate","Amazon,Deloitte,Google,Microsoft,TATA,Wipro,Infosys",Mini Project (Sem 3) + Major Project (Sem 4),"UGC DEB approved MBA from SRMIST — NIRF #18, NAAC A++. Category 1 university status with international faculty and global alumni network."
srm-institut-of-science,MCA,"Cloud Computing,Data Science,Cyber Security,AI & ML","₹1.0L total (₹25,000/sem)",2 Years (4 Semesters),₹5L – ₹15L per annum,"Software Developer,Systems Analyst,Junior Data Scientist,Full Stack Developer","Cognizant,IBM,HCL,TCS,Amazon",Seminar + Mini Project (Sem 3) + Major Project (Sem 4),"UGC DEB approved MCA from SRMIST — NIRF #18, NAAC A++. Strong focus on cloud, AI/ML, and cybersecurity."
srm-institut-of-science,M.Com,"Accounting & Finance,International Business","₹60K total (₹15,000/sem)",2 Years (4 Semesters),₹3.5L – ₹7L per annum,"Accounts Officer,Audit Assistant,Tax Consultant,Finance Manager","Big 4 Audit Firms,Corporate Finance Depts,Banking Sector,BFSI Companies",Dissertation/Project (Sem 4),UGC DEB approved M.Com from SRMIST — NIRF #18. High-value curriculum for CA/CFA aspirants.
srm-institut-of-science,BBA,"Marketing,Finance,Human Resource Management","₹1.29L total (₹21,500/sem)",3 Years (6 Semesters),₹2.5L – ₹5L per annum,"Marketing Trainee,HR Executive,Operations Executive,Finance Associate","MNCs,FMCG Companies,IT Firms,Retail Chains",Internship (Sem 5) + Project Work (Sem 6),UGC DEB approved BBA from SRMIST — NAAC A++. Foundational business training from a globally recognised university.
srm-institut-of-science,BCA,"Data Science,Data Analytics","₹1.50L total (₹25,000/sem)",3 Years (6 Semesters),₹3L – ₹6L per annum,"Software Developer Trainee,Web Designer,IT Support Engineer,Data Analyst","IT Services Companies,E-commerce Firms,Startups,Tech MNCs",Mini Project (Sem 5) + Major Project (Sem 6),UGC DEB approved BCA from SRMIST — NAAC A++. Heavy focus on Data Science modules and lab-oriented online learning.
universi-of-madras,MBA,"Marketing,Finance,Human Resource Management,Systems,Operations Management,Logistics & Supply Chain Management",₹20K – ₹40K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from University of Madras (Institute of — recognised for corporate hiring.
kalasali-academy-of-research,MBA,"Marketing,Finance,Human Resource Management,Operations Management,Systems,Business Analytics",₹30K – ₹120K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Kalasalingam Academy of Research an — recognised for corporate hiring.
alagappa-universi,B.Com,General Management,₹0.1L – ₹0.6L,3 Years (6 Semesters),₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved B.Com from Alagappa University (Directorate of — recognised for corporate hiring.
bharathi-universi,BBA,General Management,₹43K – ₹43K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BBA from Bharathiar University (School of Di — recognised for corporate hiring.
sri-ramachandra-universi,BSc,Data Science,₹150K – ₹150K,3 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved BSc from Sri Ramachandra Institute of Higher — recognised for corporate hiring.
icfai-foundati-for-higher,MBA,General Management,₹200K – ₹200K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from ICFAI Foundation for Higher Educati — recognised for corporate hiring.
shiv-nadar-institut-of,MBA,"Data Science and Analytics, Digital Finance, Marke",₹500K – ₹500K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Shiv Nadar University (Institution — recognised for corporate hiring.
gla-universi,MBA,"Choose from: Finance & Accounting,Marketing & Sales,Operations Management,IT & Systems,Logistics & SCM,Banking & Insurance,Entrepreneurship,Retail,Project Mgmt,Advertising,Aviation,Oil & Gas,Media,Healthcare",₹40K – ₹161K,2 Years,₹5L – ₹12L per annum,"Management Trainee,Business Analyst,Executive","Google,Apple,PwC,Reliance,EY,Samsung,Qatar Airways,Tech Mahindra,SBI,HDFC",Industry project and virtual internship,UGC DEB approved MBA from GLA University (GLA Online) — recognised for corporate hiring.
gla-universi,MCA,"Computer Applications (BCA) → MCA (combined 4.5-ye,Computer Applications (5 specialisations: Cyber Se,Blockchain,ML&AI,Software Engineering,FinTech+AI),Cyber Security,Blockchain Technology & Management,Financial Technology & AI (with Paytm)",₹29K – ₹116K,4.5 Years (54 months),₹5L – ₹12L per annum,"Software Developer,Programmer Analyst","Google,Apple,PwC,Reliance,EY,Samsung,Qatar Airways,Tech Mahindra,SBI,HDFC",Industry project and virtual internship,UGC DEB approved MCA from GLA University (GLA Online) — recognised for corporate hiring.
gla-universi,BBA,"General Business Administration (option for Data A,Travel & Tourism Management,Data Analytics",₹60K – ₹200K,3 Years,₹3L – ₹6L per annum,"Sales Executive,Marketing Trainee,Business Development Executive","Google,Apple,PwC,Reliance,EY,Samsung,Qatar Airways,Tech Mahindra,SBI,HDFC",Industry project and virtual internship,UGC DEB approved BBA from GLA University (GLA Online) — recognised for corporate hiring.
gla-universi,BCA,"Computer Applications (4 specialisations available,Computer Applications – Data Science,Computer Applications – Financial Technology & AI",₹60K – ₹200K,3 Years,₹3L – ₹7L per annum,"Junior Developer,Software Trainee,IT Support","Google,Apple,PwC,Reliance,EY,Samsung,Qatar Airways,Tech Mahindra,SBI,HDFC",Industry project and virtual internship,UGC DEB approved BCA from GLA University (GLA Online) — recognised for corporate hiring.
gla-universi,B.Com,"Commerce,Accounting,Commerce Honours (Advanced Accounting & Finance)",₹60K – ₹200K,3 Years,₹3L – ₹6L per annum,"Accounts Executive,Tax Assistant,Audit Trainee","Google,Apple,PwC,Reliance,EY,Samsung,Qatar Airways,Tech Mahindra,SBI,HDFC",Industry project and virtual internship,UGC DEB approved B.Com from GLA University (GLA Online) — recognised for corporate hiring.
jagan-nath-universi,MBA,"Marketing,Finance,Human Resource Management,Information Technology (IT),International Business",₹80K – ₹80K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Jagan Nath University (Online) — recognised for corporate hiring.
teerthanker-universi,MBA,"Finance, Human Resource Management, Marketing,",₹20K – ₹80K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Teerthanker Mahaveer University (TM — recognised for corporate hiring.
subharti-universi,MBA,"Marketing Management, Financial Management, Human",₹80K – ₹80K,2 Years,₹4L – ₹12L per annum,"Management Trainee,Business Analyst,Operations Executive","TCS,Infosys,Wipro,HDFC Bank",Industry project and virtual internship,UGC DEB approved MBA from Swami Vivekanand Subharti Universit — recognised for corporate hiring.
arka-jain-universi,MBA,"Marketing,Finance,Human Resource Management",₹90K – ₹103K,2 Yrs,₹5L – ₹12L per annum,"Regional Sales Manager,Social Media Manager,Credit Manager,Accounting Manager,HR Manager,Marketing Manager","500+ companies,Placement support services",Industry project and virtual internship,UGC DEB approved MBA from ARKA JAIN University – JGI Online ( — recognised for corporate hiring.
jawaharl-nehru-universi,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹58K – ₹130K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from JAWAHARLAL NEHRU UNIVERSITY is ideal for civil services, research and education careers."
jamia-hamdard,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹41K – ₹99K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from JAMIA HAMDARD is valid for banking, finance and government roles."
jamia-hamdard,BBA,"Finance,Marketing,Human Resource Management,Entrepreneurship,Digital Marketing,Retail Management",₹45K – ₹108K,3 Years,₹2.5L – ₹8L per annum,"Business Analyst,Sales Executive,Marketing Executive,HR Assistant,Entrepreneur","HUL,Reliance,HDFC Bank,Amazon,Flipkart",Industry project,BBA from JAMIA HAMDARD provides a recognised management degree for entry-level corporate roles.
jamia-hamdard,BCA,"Data Science,Web Development,Cloud Computing,Cybersecurity,AI & ML,Mobile Development",₹45K – ₹108K,3 Years,₹2.5L – ₹10L per annum,"Junior Developer,Web Developer,Database Administrator,IT Support,QA Tester","TCS,Wipro,HCL,Infosys,Tech Mahindra",Project-based,BCA from JAMIA HAMDARD builds IT fundamentals for entry-level software careers.
jamia-hamdard,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹48K – ₹117K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from JAMIA HAMDARD is ideal for civil services, research and education careers."
jamia-hamdard,MBA,"Finance,Marketing,Human Resource Management,Operations Management,Data Science,Digital Marketing,International Business",₹75K – ₹180K,2 Years,₹4L – ₹14L per annum,"Business Manager,Strategy Consultant,Operations Lead,Business Analyst,Product Manager","TCS,Infosys,Wipro,HDFC Bank,Deloitte,Amazon",Virtual industry project,MBA from JAMIA HAMDARD is UGC DEB approved and valid for corporate hiring and government roles across India.
jamia-hamdard,MCA,"Data Science,Cloud Computing,Cybersecurity,Full Stack Development,AI & ML,IoT",₹63K – ₹153K,2 Years,₹4.5L – ₹16L per annum,"Software Engineer,Data Analyst,Cloud Engineer,Cybersecurity Analyst,DevOps Engineer","TCS,Infosys,Wipro,HCL,Amazon,Accenture",Project-based online,MCA from JAMIA HAMDARD prepares graduates for IT careers with UGC DEB recognised degree.
kalinga-institut-of-industri,BA,"English,Political Science,Sociology,Psychology,Economics,History,Journalism & Mass Communication",₹45K – ₹100K,3 Years,₹2.5L – ₹7L per annum,"Content Writer,Civil Services (path),HR Executive,Journalist,Social Worker,Teacher","Government Departments,NGOs,Media Houses,Ed-tech firms,BPOs",Community or media project,BA is valid for most government jobs and civil services. Widely accepted degree.
kalinga-institut-of-industri,B.Com,"Finance,Accounting,Taxation,E-Commerce,Banking & Insurance",₹49K – ₹110K,3 Years,₹2.5L – ₹9L per annum,"Accountant,Finance Executive,Tax Analyst,Banking Officer,Audit Associate","Deloitte,EY,HDFC Bank,ICICI Bank,CA firms",Commerce/Finance internship,"B.Com from KALINGA INSTITUTE OF INDUSTRIAL TECHNOLOGY is valid for banking, finance and government roles."
kalinga-institut-of-industri,MA,"English,Political Science,Sociology,Psychology,Economics,History,Public Administration",₹58K – ₹130K,2 Years,₹3L – ₹9L per annum,"Research Analyst,Civil Services Officer (path),Journalist,HR Executive,Educator,Policy Researcher","Government Departments,NGOs,Think Tanks,Media Houses,Ed-tech firms",Research or media project,"MA from KALINGA INSTITUTE OF INDUSTRIAL TECHNOLOGY is ideal for civil services, research and education careers."
kalinga-institut-of-industri,M.Com,"Finance,Accounting,Taxation,Business Studies,E-Commerce",₹62K – ₹140K,2 Years,₹4L – ₹12L per annum,"Finance Manager,Tax Consultant,Auditor,Banking Officer,Financial Analyst","Deloitte,EY,KPMG,HDFC Bank,ICICI Bank",Finance firm internship,"M.Com from KALINGA INSTITUTE OF INDUSTRIAL TECHNOLOGY advances commerce careers in finance, tax and audit."
